site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,date_insitu,chl,sd,depth,layer,ph,tp,cond,turbidity
Midge,2007-08-30T00:00:00Z,2007,8,34,30,242,22.15452783,0.43856345,22.59309128,21.93524611,2007-08-21T00:00:00Z,2.32,5.25,7,I,6.76,0.005,86.6,0.71
Midge,2007-09-06T00:00:00Z,2007,9,35,6,249,4.78882993,0,4.78882993,-17.80426135,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2007-09-13T00:00:00Z,2007,9,36,13,256,3.466065976,0,3.466065976,-1.322763954,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2007-09-20T00:00:00Z,2007,9,37,20,263,2.440393391,1.41E-02,2.4545406,-1.011525377,2007-09-17T00:00:00Z,2.7,5.25,7,I,6.62,0.006,87.5,1.18
Midge,2007-10-09T00:00:00Z,2007,10,41,9,282,NA,NA,NA,NA,2007-10-09T00:00:00Z,1.85,6.75,0,I,6.5,0.01,87.5,0.62
Midge,2008-06-05T00:00:00Z,2008,6,22,5,157,0,0,0,-2.4545406,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-06-12T00:00:00Z,2008,6,23,12,164,0.056588832,0,0.056588832,5.66E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-06-19T00:00:00Z,2008,6,24,19,171,0.572961927,0,0.572961927,0.516373094,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-06-26T00:00:00Z,2008,6,25,26,178,0.247576141,0,0.247576141,-0.325385786,2008-06-17T00:00:00Z,1.97,6,0,I,7.06,0.005,91.3,1.1
Midge,2008-07-03T00:00:00Z,2008,7,26,3,185,2.829441613,0.113177665,2.942619278,2.695043137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-07-10T00:00:00Z,2008,7,27,10,192,0.954936545,0,0.954936545,-1.987682733,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-07-17T00:00:00Z,2008,7,28,17,199,3.727789325,0,3.727789325,2.772852781,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-07-24T00:00:00Z,2008,7,29,24,206,0.523446698,7.07E-03,0.530520303,-3.197269023,2008-07-16T00:00:00Z,1.64,6.75,7,I,7.01,0.005,91.9,0.6
Midge,2008-07-31T00:00:00Z,2008,7,30,31,213,10.8721294,0.113177665,10.98530706,10.45478676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-08-07T00:00:00Z,2008,8,31,7,220,1.181291874,1.41E-02,1.195439082,-9.789867981,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-08-14T00:00:00Z,2008,8,32,14,227,0.222818527,3.54E-02,0.258186547,-0.937252534,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-08-21T00:00:00Z,2008,8,33,21,234,0.622477155,1.41E-02,0.636624363,0.378437816,2008-08-13T00:00:00Z,0,6.05,7,I,6.93,0.021,93.1,0.87
Midge,2008-08-26T00:00:00Z,2008,8,34,26,239,0.106104061,0,0.106104061,-0.530520303,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-09-04T00:00:00Z,2008,9,35,4,248,0.749802028,0,0.749802028,0.643697967,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-09-10T00:00:00Z,2008,9,36,10,254,0.014147208,0,0.014147208,-0.735654819,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-09-17T00:00:00Z,2008,9,37,17,261,0.198060913,0,0.198060913,0.183913705,2008-09-10T00:00:00Z,1.28,5.5,0,I,7,0.005,92,0.95
Midge,2008-09-24T00:00:00Z,2008,9,38,24,268,0.226355329,0,0.226355329,2.83E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2008-10-08T00:00:00Z,2008,10,41,8,282,NA,NA,NA,NA,2008-10-08T00:00:00Z,1.63,5.625,0,I,6.92,0.005,93.4,1.19
Midge,2009-05-15T00:00:00Z,2009,5,19,15,135,0,0,0,-0.226355329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-05-29T00:00:00Z,2009,5,21,29,149,0.014147208,0,0.014147208,1.41E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-06-04T00:00:00Z,2009,6,22,4,155,0.007073604,0,0.007073604,-7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-06-17T00:00:00Z,2009,6,24,17,168,0.03536802,0,0.03536802,2.83E-02,2009-06-17T00:00:00Z,2.18,6.5,8,I,6.78,0.006,96.1,2.8
Midge,2009-06-25T00:00:00Z,2009,6,25,25,176,0.014147208,0,0.014147208,-2.12E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-07-02T00:00:00Z,2009,7,26,2,183,0,0,0,-1.41E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-07-09T00:00:00Z,2009,7,27,9,190,0.056588832,2.12E-02,0.077809644,7.78E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-07-16T00:00:00Z,2009,7,28,16,197,0.205134517,7.07E-03,0.212208121,0.134398477,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-07-23T00:00:00Z,2009,7,29,23,204,0.544667511,7.07E-03,0.551741115,0.339532994,2009-07-20T00:00:00Z,0.74,8.3,8,I,7.08,0.005,97.5,0.61
Midge,2009-07-30T00:00:00Z,2009,7,30,30,211,0.799317256,7.07E-03,0.80639086,0.254649745,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-08-06T00:00:00Z,2009,8,31,6,218,0.346606598,7.07E-03,0.353680202,-0.452710658,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-08-13T00:00:00Z,2009,8,32,13,225,0.07073604,0,0.07073604,-0.282944161,2009-08-11T00:00:00Z,1.78,6.37,8,I,6.92,0.005,96.4,1.44
Midge,2009-08-20T00:00:00Z,2009,8,33,20,232,3.246784251,7.07E-03,3.253857855,3.183121815,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-08-27T00:00:00Z,2009,8,34,27,239,0.983230961,0,0.983230961,-2.270626895,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-09-01T00:00:00Z,2009,9,35,1,244,0.558814719,0,0.558814719,-0.424416242,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-09-08T00:00:00Z,2009,9,36,8,251,0.261723349,0,0.261723349,-0.297091369,2009-09-08T00:00:00Z,1.45,6.75,8,I,5.81,0.006,97,1.16
Midge,2009-09-15T00:00:00Z,2009,9,37,15,258,0.099030457,0,0.099030457,-0.162692893,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-09-21T00:00:00Z,2009,9,38,21,264,4.562474601,0,4.562474601,4.463444145,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2009-09-30T00:00:00Z,2009,9,39,30,273,NA,NA,NA,NA,2009-09-30T00:00:00Z,1.28,7.8,0,I,6.55,0.007,100.5,0.8
Midge,2009-10-05T00:00:00Z,2009,10,40,5,278,0.756875632,0,0.756875632,-3.80559897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-04-15T00:00:00Z,2010,4,15,15,105,0.028294416,0,0.028294416,-0.728581215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-04-30T00:00:00Z,2010,4,17,30,120,0.099030457,0,0.099030457,7.07E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-05-13T00:00:00Z,2010,5,19,13,133,0,0,0,-9.90E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-05-25T00:00:00Z,2010,5,21,25,145,0.042441624,7.07E-03,0.049515228,4.95E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-06-04T00:00:00Z,2010,6,22,4,155,0.148545685,0,0.148545685,9.90E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-06-10T00:00:00Z,2010,6,23,10,161,0.014147208,0,0.014147208,-0.134398477,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-06-15T00:00:00Z,2010,6,24,15,166,0.021220812,0,0.021220812,7.07E-03,2010-06-15T00:00:00Z,0.95,6,7,I,6.92,0.008,94.3,1.25
Midge,2010-06-24T00:00:00Z,2010,6,25,24,175,0.07073604,0,0.07073604,4.95E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-07-01T00:00:00Z,2010,7,26,1,182,1.485456847,0.43856345,1.924020297,1.853284257,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-07-08T00:00:00Z,2010,7,27,8,189,0.063662436,0,0.063662436,-1.860357861,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-07-15T00:00:00Z,2010,7,28,15,196,0.028294416,2.83E-02,0.056588832,-7.07E-03,2010-07-12T00:00:00Z,0.92,6.875,7,I,6.87,0.004,96.8,1.22
Midge,2010-07-22T00:00:00Z,2010,7,29,22,203,0.290017765,0.198060913,0.488078678,0.431489846,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-07-29T00:00:00Z,2010,7,30,29,210,0.106104061,0,0.106104061,-0.381974618,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-08-05T00:00:00Z,2010,8,31,5,217,8.742974585,7.002867993,15.74584258,15.63973852,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-08-12T00:00:00Z,2010,8,32,12,224,1.945241109,33.86134251,35.80658362,20.06074104,2010-08-10T00:00:00Z,1.44,7.25,7,I,6.8,0.004,92.5,1.12
Midge,2010-08-19T00:00:00Z,2010,8,33,19,231,42.087944,2.256479687,44.34442368,8.537840068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-08-26T00:00:00Z,2010,8,34,26,238,4.661505058,6.37E-02,4.725167494,-39.61925619,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-09-02T00:00:00Z,2010,9,35,2,245,0.495152282,0,0.495152282,-4.230015212,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-09-09T00:00:00Z,2010,9,36,9,252,0.40319543,0,0.40319543,-9.20E-02,2010-09-07T00:00:00Z,1.38,7.875,7,I,6.98,0.005,95.2,2.36
Midge,2010-09-16T00:00:00Z,2010,9,37,16,259,0.148545685,0,0.148545685,-0.254649745,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-09-23T00:00:00Z,2010,9,38,23,266,0.049515228,0,0.049515228,-9.90E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-09-30T00:00:00Z,2010,9,39,30,273,0.014147208,0,0.014147208,-3.54E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2010-10-07T00:00:00Z,2010,10,40,7,280,0.042441624,0,0.042441624,2.83E-02,2010-10-05T00:00:00Z,1.28,5.68,8,I,6.68,0.006,97.4,1.35
Midge,2011-04-28T00:00:00Z,2011,4,17,28,118,0,0,0,-4.24E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-05-05T00:00:00Z,2011,5,18,5,125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-05-12T00:00:00Z,2011,5,19,12,132,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-05-19T00:00:00Z,2011,5,20,19,139,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-05-26T00:00:00Z,2011,5,21,26,146,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-06-02T00:00:00Z,2011,6,22,2,153,0.007073604,0,0.007073604,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-06-10T00:00:00Z,2011,6,23,10,161,0,0,0,-7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-06-16T00:00:00Z,2011,6,24,16,167,0,0,0,0,2011-06-13T00:00:00Z,1.26,5.937,8,I,5.94,0.006,87.3,0.81
Midge,2011-06-23T00:00:00Z,2011,6,25,23,174,0.007073604,0,0.007073604,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-06-30T00:00:00Z,2011,6,26,30,181,0,0,0,-7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-07-07T00:00:00Z,2011,7,27,7,188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-07-14T00:00:00Z,2011,7,28,14,195,0.198060913,1.41E-02,0.212208121,0.212208121,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-07-21T00:00:00Z,2011,7,29,21,202,0.148545685,7.07E-03,0.155619289,-5.66E-02,2011-07-19T00:00:00Z,1.66,5.875,7,I,6.75,0.007,87.1,1.17
Midge,2011-07-28T00:00:00Z,2011,7,30,28,209,0.226355329,0,0.226355329,7.07E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-08-04T00:00:00Z,2011,8,31,4,216,0.834685276,7.07E-03,0.84175888,0.615403551,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-08-11T00:00:00Z,2011,8,32,11,223,0.155619289,1.41E-02,0.169766497,-0.671992383,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-08-18T00:00:00Z,2011,8,33,18,230,3.232637043,0.870053296,4.102690339,3.932923842,2011-08-18T00:00:00Z,2.36,5.75,7,I,6.89,0.005,95.8,1.12
Midge,2011-08-25T00:00:00Z,2011,8,34,25,237,2.334289331,4.95E-02,2.383804559,-1.71888578,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-09-01T00:00:00Z,2011,9,35,1,244,1.053967001,0,1.053967001,-1.329837558,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-09-08T00:00:00Z,2011,9,36,8,251,0.459784262,0,0.459784262,-0.594182739,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-09-15T00:00:00Z,2011,9,37,15,258,0.056588832,0,0.056588832,-0.40319543,2011-09-13T00:00:00Z,1.09,5.625,0,I,6.85,0.009,90.2,2.21
Midge,2011-09-22T00:00:00Z,2011,9,38,22,265,0.014147208,0,0.014147208,-4.24E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-09-29T00:00:00Z,2011,9,39,29,272,0,0,0,-1.41E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2011-10-06T00:00:00Z,2011,10,40,6,279,0,0,0,0,2011-10-03T00:00:00Z,1.33,4.625,7,I,6.72,0.008,92.9,0.98
Midge,2012-02-16T00:00:00Z,2012,2,7,16,47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-02-16T00:00:00Z,2012,2,7,16,47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-03-29T00:00:00Z,2012,3,13,29,89,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-04-13T00:00:00Z,2012,4,15,13,104,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-04-19T00:00:00Z,2012,4,16,19,110,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-05-03T00:00:00Z,2012,5,18,3,124,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-05-10T00:00:00Z,2012,5,19,10,131,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-05-17T00:00:00Z,2012,5,20,17,138,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-05-24T00:00:00Z,2012,5,21,24,145,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-05-31T00:00:00Z,2012,5,22,31,152,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-06-07T00:00:00Z,2012,6,23,7,159,0.042441624,7.07E-03,0.049515228,4.95E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-06-14T00:00:00Z,2012,6,24,14,166,0.141472081,0,0.141472081,9.20E-02,2012-06-13T00:00:00Z,0.9,6.72,7,I,6.75,0.008,85.4,0.89
Midge,2012-06-21T00:00:00Z,2012,6,25,21,173,0.502225886,7.07E-03,0.50929949,0.36782741,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-06-28T00:00:00Z,2012,6,26,28,180,0.007073604,0,0.007073604,-0.502225886,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-07-05T00:00:00Z,2012,7,27,5,187,0.282944161,2.12E-02,0.304164973,0.297091369,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-07-12T00:00:00Z,2012,7,28,12,194,0.084883248,2.83E-02,0.113177665,-0.190987309,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-07-19T00:00:00Z,2012,7,29,19,201,0.226355329,5.66E-02,0.282944161,0.169766497,2012-07-17T00:00:00Z,0.9,7.5,7,I,6.76,0.009,81.9,1.39
Midge,2012-07-26T00:00:00Z,2012,7,30,26,208,0.40319543,9.20E-02,0.495152282,0.212208121,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-08-02T00:00:00Z,2012,8,31,2,215,0.587109135,9.20E-02,0.679065987,0.183913705,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-08-09T00:00:00Z,2012,8,32,9,222,0.834685276,0.339532994,1.17421827,0.495152282,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-08-16T00:00:00Z,2012,8,33,16,229,0.120251269,3.54E-02,0.155619289,-1.018598981,2012-08-14T00:00:00Z,1.09,7.625,7,I,6.26,0.009,84,1.79
Midge,2012-08-23T00:00:00Z,2012,8,34,23,236,0.275870557,0,0.275870557,0.120251269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-08-30T00:00:00Z,2012,8,35,30,243,0.679065987,0,0.679065987,0.40319543,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-09-06T00:00:00Z,2012,9,36,6,250,0.565888323,0,0.565888323,-0.113177665,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-09-13T00:00:00Z,2012,9,37,13,257,0.643697967,0,0.643697967,7.78E-02,2012-09-12T00:00:00Z,1.44,6.875,0,I,6.69,0.008,86.4,1.7
Midge,2012-09-20T00:00:00Z,2012,9,38,20,264,0.325385786,0,0.325385786,-0.318312182,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-09-27T00:00:00Z,2012,9,39,27,271,0.021220812,0,0.021220812,-0.304164973,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2012-10-05T00:00:00Z,2012,10,40,5,279,0.028294416,0,0.028294416,7.07E-03,2012-10-02T00:00:00Z,1.61,6.375,7,I,6.08,0.009,83.2,1.7
Midge,2013-04-24T00:00:00Z,2013,4,16,24,114,0,0,0,-2.83E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-02T00:00:00Z,2013,5,17,2,122,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-14T00:00:00Z,2013,5,19,14,134,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-23T00:00:00Z,2013,5,20,23,143,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-05-30T00:00:00Z,2013,5,21,30,150,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-06-06T00:00:00Z,2013,6,22,6,157,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-06-13T00:00:00Z,2013,6,23,13,164,0.014147208,7.07E-03,0.021220812,2.12E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-06-20T00:00:00Z,2013,6,24,20,171,0.021220812,0,0.021220812,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-06-27T00:00:00Z,2013,6,25,27,178,0.021220812,0,0.021220812,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-07-03T00:00:00Z,2013,7,26,3,184,0.063662436,0,0.063662436,4.24E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-07-11T00:00:00Z,2013,7,27,11,192,0.07073604,0,0.07073604,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-07-18T00:00:00Z,2013,7,28,18,199,0.077809644,0,0.077809644,7.07E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-07-25T00:00:00Z,2013,7,29,25,206,0.304164973,5.66E-02,0.360753806,0.282944161,2013-07-16T00:00:00Z,1.63,5.875,7,I,6.78,0.013,89.6,1.61
Midge,2013-08-01T00:00:00Z,2013,8,30,1,213,0.141472081,0.396121826,0.537593907,0.176840101,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-08-08T00:00:00Z,2013,8,31,8,220,0.346606598,8.49E-02,0.431489846,-0.106104061,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-08-15T00:00:00Z,2013,8,32,15,227,0.466857866,7.78E-02,0.544667511,0.113177664,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-08-22T00:00:00Z,2013,8,33,22,234,2.397951767,0.50929949,2.907251258,2.362583747,2013-08-13T00:00:00Z,1.44,7,7,I,6.54,0.008,88.4,0.71
Midge,2013-08-29T00:00:00Z,2013,8,34,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2013-09-05T00:00:00Z,2013,9,35,5,248,4.166352776,4.24E-02,4.2087944,2.624307096,NA,NA,NA,NA,NA,NA,NA,NA,NA
