PRISM Time Series Data
Location:  Lat: 43.4098   Lon: -72.0367   Elev: 361m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2017-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2018-Oct-14
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1981-08-12,5.31,14.8,21.8,28.8
1981-08-13,0.00,13.3,19.7,26.1
1981-08-14,0.00,7.8,16.0,24.2
1981-08-15,0.00,9.8,17.1,24.4
1981-08-16,28.55,13.6,17.5,21.3
1981-08-17,2.89,10.2,17.5,24.7
1981-08-18,0.00,7.0,12.0,16.9
1981-08-19,0.00,6.1,14.9,23.7
1981-08-20,0.00,7.1,15.9,24.7
1981-08-21,0.00,7.9,16.4,24.9
1981-08-22,0.00,9.4,18.1,26.7
1981-08-23,0.00,12.1,19.1,26.0
1981-08-24,0.00,10.3,18.4,26.6
1981-08-25,11.56,11.7,16.4,21.1
1981-08-26,0.00,6.4,12.7,19.0
1981-08-27,0.00,6.7,14.9,23.1
1981-08-28,0.00,8.2,15.5,22.8
1981-08-29,0.00,8.6,16.4,24.2
1981-08-30,0.00,10.5,17.3,24.2
1981-08-31,0.00,14.4,18.0,21.6
1981-09-01,0.00,14.1,18.4,22.7
1981-09-02,0.00,14.4,17.4,20.3
1981-09-03,0.52,13.7,17.5,21.3
1981-09-04,0.56,13.4,15.9,18.5
1981-09-05,0.00,10.1,16.3,22.6
1981-09-06,0.00,10.5,17.1,23.6
1981-09-07,0.00,11.0,16.8,22.7
1981-09-08,0.00,13.6,17.7,21.8
1981-09-09,27.07,11.9,17.1,22.3
1981-09-10,0.00,3.0,10.7,18.4
1981-09-11,6.71,4.7,12.2,19.7
1981-09-12,0.00,8.3,14.2,20.1
1981-09-13,0.16,7.8,15.8,23.8
1981-09-14,0.00,9.4,17.0,24.6
1981-09-15,0.00,10.9,17.9,24.9
1981-09-16,0.00,11.4,16.1,20.7
1981-09-17,0.84,8.3,12.3,16.3
1981-09-18,0.17,9.6,14.5,19.4
1981-09-19,0.53,10.0,14.3,18.7
1981-09-20,9.72,7.6,10.0,12.5
1981-09-21,0.00,3.3,9.3,15.3
1981-09-22,5.10,4.7,10.2,15.8
1981-09-23,33.54,8.6,9.8,11.1
1981-09-24,28.57,8.1,9.2,10.4
1981-09-25,4.70,6.6,9.0,11.4
1981-09-26,0.00,4.9,12.0,19.1
1981-09-27,0.00,6.5,12.7,18.9
1981-09-28,11.24,7.2,15.0,22.7
1981-09-29,1.34,2.5,8.2,13.9
1981-09-30,0.00,1.3,6.2,11.1
1981-10-01,0.00,0.6,5.7,10.8
1981-10-02,3.39,1.5,5.5,9.5
1981-10-03,9.84,5.2,9.0,12.8
1981-10-04,0.96,4.2,7.4,10.5
1981-10-05,0.00,3.8,8.5,13.2
1981-10-06,0.00,1.4,7.5,13.6
1981-10-07,11.61,2.0,6.5,11.1
1981-10-08,0.76,4.5,7.8,11.1
1981-10-09,0.00,4.0,7.4,10.7
1981-10-10,0.00,-0.8,4.6,10.0
1981-10-11,0.00,-4.4,3.1,10.7
1981-10-12,0.00,-4.0,3.8,11.5
1981-10-13,0.00,-4.5,3.4,11.3
1981-10-14,0.00,-3.8,6.2,16.2
1981-10-15,0.00,-3.4,7.6,18.5
1981-10-16,0.00,-1.6,8.2,18.1
1981-10-17,0.00,2.8,9.3,15.7
1981-10-18,0.87,-2.4,5.7,13.8
1981-10-19,31.01,-0.8,4.8,10.4
1981-10-20,0.31,-0.9,4.3,9.4
1981-10-21,0.00,-0.6,5.5,11.7
1981-10-22,0.00,2.8,9.9,17.0
1981-10-23,0.00,4.4,11.0,17.5
1981-10-24,32.83,1.3,8.1,14.9
1981-10-25,0.00,-5.4,1.0,7.3
1981-10-26,9.99,-2.6,2.6,7.7
1981-10-27,18.36,6.4,7.4,8.5
1981-10-28,15.38,7.8,9.6,11.4
1981-10-29,0.00,-0.8,6.2,13.3
1981-10-30,0.00,-2.9,2.0,6.9
1981-10-31,0.00,-4.2,1.9,8.1
1981-11-01,0.00,-2.8,3.9,10.5
1981-11-02,0.00,-1.1,4.7,10.6
1981-11-03,0.00,-0.4,8.5,17.4
1981-11-04,0.00,-2.2,4.1,10.4
1981-11-05,0.00,-4.5,4.0,12.5
1981-11-06,1.77,-2.5,5.8,14.1
1981-11-07,8.69,1.0,6.2,11.4
1981-11-08,0.00,-1.3,1.8,4.9
1981-11-09,0.00,-3.3,3.7,10.7
1981-11-10,0.00,-6.3,2.6,11.5
1981-11-11,0.45,-4.9,-0.2,4.6
1981-11-12,0.00,-3.2,2.3,7.8
1981-11-13,0.00,-9.1,-3.2,2.7
1981-11-14,0.00,-7.3,1.3,9.9
1981-11-15,1.30,-3.4,3.6,10.5
1981-11-16,2.68,3.2,6.9,10.6
1981-11-17,23.40,7.1,9.0,10.9
1981-11-18,3.62,4.4,7.2,10.0
1981-11-19,2.84,2.8,4.4,5.9
1981-11-20,0.57,2.1,4.3,6.5
1981-11-21,18.97,1.1,2.3,3.5
1981-11-22,3.42,0.7,2.6,4.4
1981-11-23,0.00,-3.4,-0.2,3.0
1981-11-24,0.00,-9.1,-3.7,1.8
1981-11-25,0.00,-8.9,-3.8,1.3
1981-11-26,0.00,-6.5,-3.4,-0.3
1981-11-27,2.62,-4.2,-0.8,2.7
1981-11-28,0.00,-0.5,1.6,3.7
1981-11-29,0.21,-2.7,0.4,3.5
1981-11-30,0.00,-4.9,-2.2,0.5
1981-12-01,0.00,-9.5,-4.9,-0.2
1981-12-02,16.04,-9.3,-4.1,1.0
1981-12-03,0.33,-1.3,0.8,2.9
1981-12-04,0.00,-3.7,0.2,4.1
1981-12-05,0.00,-4.5,0.1,4.6
1981-12-06,8.30,-4.8,-1.7,1.4
1981-12-07,4.22,-5.2,-3.6,-2.0
1981-12-08,0.00,-6.6,-2.4,1.7
1981-12-09,4.03,-6.0,-3.1,-0.2
1981-12-10,0.00,-6.1,-3.9,-1.7
1981-12-11,0.00,-5.5,-3.9,-2.3
1981-12-12,0.01,-3.4,-1.1,1.2
1981-12-13,0.00,-11.6,-5.3,0.9
1981-12-14,0.00,-11.4,-5.9,-0.5
1981-12-15,10.61,-9.0,-4.5,0.0
1981-12-16,21.74,-2.5,-0.3,1.8
1981-12-17,2.82,-7.5,-3.6,0.4
1981-12-18,1.52,-7.3,-4.6,-1.8
1981-12-19,4.00,-11.5,-8.2,-4.8
1981-12-20,0.00,-17.2,-11.5,-5.9
1981-12-21,0.00,-20.8,-13.8,-6.7
1981-12-22,0.00,-19.4,-10.8,-2.2
1981-12-23,10.15,-9.2,-5.0,-0.8
1981-12-24,3.78,-3.4,-0.7,2.1
1981-12-25,0.00,-4.3,-0.3,3.7
1981-12-26,0.00,-12.0,-5.4,1.1
1981-12-27,0.00,-10.5,-5.7,-0.8
1981-12-28,6.67,-8.1,-5.2,-2.3
1981-12-29,4.33,-5.7,-1.8,2.1
1981-12-30,0.00,-11.4,-5.0,1.3
1981-12-31,0.00,-18.9,-10.2,-1.5
1982-01-01,0.86,-16.6,-8.9,-1.2
1982-01-02,20.11,-6.7,-3.0,0.8
1982-01-03,0.00,-18.0,-11.6,-5.2
1982-01-04,10.30,-14.0,-8.9,-3.8
1982-01-05,31.17,-3.8,0.8,5.3
1982-01-06,0.00,-13.1,-6.5,0.2
1982-01-07,0.01,-11.5,-6.7,-1.9
1982-01-08,0.00,-13.1,-6.4,0.4
1982-01-09,0.00,-17.9,-13.5,-9.1
1982-01-10,0.00,-19.8,-13.1,-6.5
1982-01-11,0.00,-23.9,-19.4,-15.0
1982-01-12,0.01,-23.4,-18.9,-14.4
1982-01-13,0.00,-23.7,-18.2,-12.8
1982-01-14,7.70,-19.6,-14.7,-9.9
1982-01-15,0.00,-10.7,-8.5,-6.3
1982-01-16,0.00,-22.5,-14.5,-6.5
1982-01-17,2.63,-21.2,-13.9,-6.5
1982-01-18,0.00,-27.4,-22.9,-18.4
1982-01-19,0.00,-27.4,-19.9,-12.5
1982-01-20,0.85,-22.7,-15.5,-8.3
1982-01-21,0.00,-18.8,-10.4,-2.0
1982-01-22,0.00,-22.6,-17.2,-11.7
1982-01-23,0.00,-24.9,-18.8,-12.6
1982-01-24,17.62,-17.7,-11.6,-5.4
1982-01-25,0.00,-16.4,-11.1,-5.7
1982-01-26,0.00,-27.3,-18.8,-10.3
1982-01-27,0.00,-27.0,-19.4,-11.7
1982-01-28,0.00,-24.3,-16.3,-8.2
1982-01-29,0.00,-19.0,-9.6,-0.1
1982-01-30,0.00,-15.6,-8.0,-0.3
1982-01-31,0.42,-12.6,-5.2,2.2
1982-02-01,24.00,-6.6,-3.1,0.5
1982-02-02,0.45,-16.7,-7.9,0.9
1982-02-03,16.80,-16.3,-8.1,0.1
1982-02-04,22.68,-0.1,2.6,5.4
1982-02-05,0.00,-12.1,-3.9,4.4
1982-02-06,2.23,-11.6,-6.4,-1.3
1982-02-07,0.00,-15.7,-8.1,-0.5
1982-02-08,0.00,-14.2,-8.4,-2.6
1982-02-09,2.30,-10.4,-5.4,-0.3
1982-02-10,6.55,-7.8,-5.5,-3.1
1982-02-11,0.00,-20.9,-12.8,-4.8
1982-02-12,0.00,-21.7,-13.5,-5.3
1982-02-13,0.01,-18.9,-10.7,-2.5
1982-02-14,0.00,-17.7,-10.6,-3.5
1982-02-15,0.00,-18.6,-10.5,-2.4
1982-02-16,0.00,-11.8,-3.1,5.6
1982-02-17,0.00,-9.8,-2.0,5.8
1982-02-18,0.00,-15.3,-8.7,-2.0
1982-02-19,0.00,-15.9,-8.6,-1.2
1982-02-20,3.72,-10.4,-5.9,-1.3
1982-02-21,0.00,-2.9,1.5,5.9
1982-02-22,1.29,-3.3,1.0,5.3
1982-02-23,0.00,-7.9,-4.6,-1.4
1982-02-24,0.00,-11.8,-5.4,1.1
1982-02-25,0.00,-15.2,-9.3,-3.4
1982-02-26,0.00,-14.7,-11.6,-8.5
1982-02-27,0.00,-16.8,-11.0,-5.2
1982-02-28,0.00,-16.0,-8.2,-0.4
1982-03-01,0.00,-22.5,-13.0,-3.4
1982-03-02,3.81,-20.1,-11.9,-3.6
1982-03-03,0.00,-14.3,-7.0,0.3
1982-03-04,0.00,-22.9,-13.9,-4.9
1982-03-05,7.41,-20.0,-11.1,-2.1
1982-03-06,0.00,-10.7,-2.5,5.7
1982-03-07,0.89,-7.3,-2.4,2.6
1982-03-08,20.25,-3.6,-1.4,0.8
1982-03-09,0.00,-16.0,-8.8,-1.6
1982-03-10,1.90,-18.1,-11.4,-4.6
1982-03-11,1.43,-14.3,-6.3,1.8
1982-03-12,3.60,-1.4,2.2,5.7
1982-03-13,1.85,-0.2,2.9,6.1
1982-03-14,4.73,-1.5,1.3,4.2
1982-03-15,0.00,-3.8,0.9,5.6
1982-03-16,0.00,-8.1,-1.8,4.5
1982-03-17,3.47,-4.2,1.9,8.1
1982-03-18,2.49,-7.5,-2.2,3.1
1982-03-19,0.00,-3.6,3.3,10.1
1982-03-20,0.00,-3.6,1.9,7.4
1982-03-21,0.00,-4.6,2.2,9.0
1982-03-22,7.63,-1.8,0.9,3.6
1982-03-23,0.00,-4.5,0.8,6.1
1982-03-24,0.00,-8.3,-0.8,6.7
1982-03-25,0.00,-4.9,2.7,10.3
1982-03-26,3.58,-0.9,6.4,13.7
1982-03-27,9.40,-6.9,-1.0,4.9
1982-03-28,0.00,-12.6,-8.0,-3.4
1982-03-29,0.00,-11.8,-6.5,-1.3
1982-03-30,0.00,-7.6,0.2,8.0
1982-03-31,0.00,-3.4,5.4,14.1
1982-04-01,8.00,1.4,4.9,8.4
1982-04-02,0.00,-4.0,3.2,10.5
1982-04-03,0.00,-6.7,-0.6,5.4
1982-04-04,14.10,-2.6,1.2,5.1
1982-04-05,0.00,-10.2,-3.8,2.5
1982-04-06,1.15,-9.8,-4.4,1.1
1982-04-07,24.85,-12.7,-9.7,-6.8
1982-04-08,0.00,-12.2,-9.3,-6.4
1982-04-09,0.00,-9.7,-4.5,0.7
1982-04-10,0.00,-5.6,0.6,6.7
1982-04-11,0.00,-6.3,0.8,8.0
1982-04-12,3.77,-2.1,4.6,11.4
1982-04-13,0.00,-4.0,1.6,7.3
1982-04-14,2.55,-0.8,3.3,7.3
1982-04-15,0.00,-5.3,2.4,10.0
1982-04-16,0.00,-3.7,5.2,14.2
1982-04-17,0.00,1.2,10.6,20.0
1982-04-18,8.09,4.8,11.2,17.6
1982-04-19,0.00,-2.9,3.5,9.8
1982-04-20,0.00,-0.6,8.3,17.3
1982-04-21,0.00,5.3,13.3,21.3
1982-04-22,0.17,-2.7,4.9,12.4
1982-04-23,0.00,-5.2,0.5,6.2
1982-04-24,0.00,2.5,9.8,17.2
1982-04-25,0.00,-0.4,9.9,20.1
1982-04-26,0.00,3.5,14.5,25.5
1982-04-27,16.90,8.3,14.1,19.8
1982-04-28,5.85,2.4,11.0,19.7
1982-04-29,0.00,-2.8,4.7,12.2
1982-04-30,0.00,-2.5,6.6,15.7
1982-05-01,0.00,0.9,10.1,19.3
1982-05-02,0.00,-0.2,10.1,20.5
1982-05-03,0.68,0.9,10.4,19.8
1982-05-04,0.64,2.2,10.2,18.2
1982-05-05,0.00,-0.8,7.3,15.4
1982-05-06,0.00,0.5,10.8,21.1
1982-05-07,0.00,3.9,14.0,24.1
1982-05-08,0.00,5.7,15.1,24.4
1982-05-09,1.28,9.4,17.5,25.6
1982-05-10,1.13,8.8,13.4,18.1
1982-05-11,0.00,5.5,10.8,16.0
1982-05-12,0.00,3.3,11.4,19.5
1982-05-13,0.00,6.3,13.4,20.5
1982-05-14,0.00,3.7,12.2,20.8
1982-05-15,0.00,4.7,12.3,20.0
1982-05-16,0.00,4.8,14.3,23.7
1982-05-17,0.00,7.0,14.9,22.7
1982-05-18,0.00,3.0,13.4,23.7
1982-05-19,0.00,6.7,15.3,23.8
1982-05-20,22.54,11.4,19.3,27.2
1982-05-21,1.31,8.0,16.3,24.6
1982-05-22,0.00,2.1,10.7,19.3
1982-05-23,0.00,6.7,13.1,19.6
1982-05-24,12.14,4.9,8.9,12.9
1982-05-25,6.69,5.8,8.3,10.7
1982-05-26,0.00,6.2,13.9,21.7
1982-05-27,0.00,7.7,17.4,27.2
1982-05-28,0.00,7.1,17.4,27.7
1982-05-29,0.49,9.9,16.8,23.7
1982-05-30,5.40,12.3,14.6,17.0
1982-05-31,1.61,13.5,17.4,21.3
1982-06-01,0.20,15.1,17.4,19.7
1982-06-02,24.17,13.8,16.4,18.9
1982-06-03,4.49,6.2,13.7,21.1
1982-06-04,0.01,7.3,13.3,19.2
1982-06-05,3.53,9.7,14.5,19.4
1982-06-06,36.77,11.0,12.0,13.0
1982-06-07,6.34,10.3,12.4,14.6
1982-06-08,7.30,9.0,10.9,12.7
1982-06-09,0.00,9.0,15.6,22.2
1982-06-10,0.00,7.9,16.0,24.2
1982-06-11,0.00,6.4,16.4,26.4
1982-06-12,0.00,8.6,14.6,20.6
1982-06-13,0.00,8.2,13.7,19.3
1982-06-14,11.27,7.2,8.6,9.9
1982-06-15,0.00,7.6,12.0,16.4
1982-06-16,0.00,10.4,17.2,24.0
1982-06-17,13.76,15.2,19.5,23.9
1982-06-18,9.21,12.0,17.1,22.1
1982-06-19,0.00,11.5,18.2,24.9
1982-06-20,5.93,12.9,18.3,23.6
1982-06-21,0.88,7.7,13.7,19.6
1982-06-22,5.33,8.2,14.1,20.1
1982-06-23,17.50,11.3,17.0,22.6
1982-06-24,1.45,8.3,13.8,19.3
1982-06-25,0.00,8.9,15.4,21.9
1982-06-26,0.91,12.5,17.8,23.0
1982-06-27,1.41,8.6,15.5,22.4
1982-06-28,0.63,12.6,18.1,23.7
1982-06-29,5.04,15.1,20.8,26.5
1982-06-30,36.70,14.5,17.0,19.5
1982-07-01,0.00,8.7,15.6,22.5
1982-07-02,0.00,6.5,13.3,20.1
1982-07-03,2.83,9.4,16.0,22.7
1982-07-04,0.00,5.7,13.7,21.7
1982-07-05,0.00,4.9,13.2,21.6
1982-07-06,0.00,7.3,16.1,24.9
1982-07-07,0.00,10.9,19.4,27.9
1982-07-08,0.00,16.4,23.3,30.3
1982-07-09,0.00,14.2,22.6,31.1
1982-07-10,0.00,11.9,19.9,27.8
1982-07-11,0.00,12.5,20.7,28.9
1982-07-12,0.00,15.0,21.7,28.3
1982-07-13,1.81,12.9,19.2,25.6
1982-07-14,0.00,11.8,19.9,27.9
1982-07-15,0.00,12.6,20.5,28.4
1982-07-16,0.02,15.1,22.2,29.4
1982-07-17,0.00,15.9,23.6,31.4
